序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,CPC,浏览深度,跳出率,非跳出率,平均访问时长_秒,消费额_标准化,CPC_标准化,点击量_标准化,浏览深度_标准化,非跳出率_标准化,平均访问时长_标准化,CostScore,BenefitScore,成本高低,效益高低,最终类别,zero_effect,anomaly_flag,anomaly_reasons,常规评分可用,成本阈值距离,效益阈值距离,成本边界敏感,效益边界敏感,boundary_sensitive,等权CostScore,等权BenefitScore,等权最终类别,中位数最终类别,分类处理说明
108,405,63563817,2874903000,39.06,26,22,1.50230769231,0.846153846154,1,0,56,0.755239520958,0.744760479042,0.729041916168,0.254116766467,0.171407185629,0.355164670659,0.75000000246,0.39138383171,高,低,问题词,False,False,,True,0.253541301506,0.0998837092963,False,False,False,0.75,0.377432634731,问题词,问题词,常规CRITIC+一维KMeans
109,431,63563817,2874903000,121.72,94,161,1.29489361702,1.71276595745,0.9146,0.0854,114,0.847305389222,0.622005988024,0.869760479042,0.670658682635,0.392964071856,0.57747005988,0.734655741508,0.632121629358,高,高,重点词,False,False,,True,0.238197040554,0.140854088351,False,False,False,0.734655688623,0.627713323353,重点词,重点词,常规CRITIC+一维KMeans
110,504,63563817,2874903000,60.02,45,64,1.33377777778,1.42222222222,0.9667,0.0333,60,0.796407185629,0.642215568862,0.806137724551,0.607784431138,0.348053892216,0.370508982036,0.719311413439,0.542595837869,高,高,重点词,False,False,,True,0.222852712485,0.0513282968626,False,False,False,0.719311377246,0.533121257485,重点词,重点词,常规CRITIC+一维KMeans
111,615,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
112,648,63563817,2874903000,5.79,4,3,1.4475,0.75,1,0,83,0.434131736527,0.711826347305,0.354416167665,0.197604790419,0.171407185629,0.482035928144,0.572978976733,0.297869402968,高,低,问题词,False,False,,True,0.076520275779,0.193398138038,False,False,False,0.572979041916,0.301366017964,问题词,问题词,常规CRITIC+一维KMeans
113,811,63563817,2874903000,20.17,13,13,1.55153846154,1,0.9167,0.0833,137,0.666167664671,0.761976047904,0.605164670659,0.40119760479,0.388847305389,0.672155688623,0.714071833798,0.516020243422,高,高,重点词,False,False,,True,0.217613132845,0.0247527024159,False,False,False,0.714071856287,0.516841317365,重点词,重点词,常规CRITIC+一维KMeans
114,891,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
115,1176,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
116,1307,63563817,2874903000,0.81,1,0,0.81,0,0,1,0,0.0744760479042,0.259356287425,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.166916124268,0.297623280957,低,低,潜力词,False,False,,True,0.329542576686,0.193644260049,False,False,False,0.166916167665,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
117,1461,63563817,2874903000,28.41,18,16,1.57833333333,0.888888888889,1,0,29,0.715568862275,0.771706586826,0.670658682635,0.269835329341,0.171407185629,0.237275449102,0.743637711374,0.352197723469,高,低,问题词,False,False,,True,0.24717901042,0.139069817538,False,False,False,0.743637724551,0.337294161677,问题词,问题词,常规CRITIC+一维KMeans
118,1490,63563817,2874903000,1.88,1,1,1.88,1,1,0,8,0.211077844311,0.849550898204,0.0815868263473,0.40119760479,0.171407185629,0.157934131737,0.530314221388,0.192470266848,高,低,问题词,False,False,,True,0.0338555204343,0.298797274158,False,False,False,0.530314371257,0.203031437126,问题词,问题词,常规CRITIC+一维KMeans
119,1541,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
120,1552,63563817,2874903000,11.22,8,4,1.4025,0.5,1,0,3,0.557634730539,0.682634730539,0.504491017964,0.109281437126,0.171407185629,0.112275449102,0.620134701198,0.241740449488,高,低,问题词,False,False,,True,0.123676000244,0.249527091518,False,False,False,0.620134730539,0.224363772455,问题词,问题词,常规CRITIC+一维KMeans
121,1812,63563817,2874903000,7.32,4,3,1.83,0.75,1,0,3,0.483907185629,0.841691616766,0.354416167665,0.197604790419,0.171407185629,0.112275449102,0.662799317214,0.217402352454,高,低,问题词,False,False,,True,0.166340616261,0.273865188552,False,False,False,0.662799401198,0.208925898204,问题词,问题词,常规CRITIC+一维KMeans
122,1849,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
123,2038,63563817,2874903000,84.93,60,60,1.4155,1,0.9057,0.0943,128,0.819610778443,0.693862275449,0.835703592814,0.40119760479,0.403817365269,0.65494011976,0.756736556463,0.583333765947,高,高,重点词,False,False,,True,0.26027785551,0.0920662249406,False,False,False,0.756736526946,0.573914670659,重点词,重点词,常规CRITIC+一维KMeans
124,2081,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
125,2107,63563817,2874903000,60.53,43,37,1.4076744186,0.860465116279,0.9714,0.0286,90,0.798652694611,0.685628742515,0.797904191617,0.258982035928,0.347305389222,0.510104790419,0.742140745093,0.494356776456,高,高,重点词,False,False,,True,0.245682044139,0.00308923544957,False,True,True,0.742140718563,0.478574101796,问题词,问题词,常规CRITIC+一维KMeans
126,2249,63563817,2874903000,4.33,3,3,1.44333333333,1,1,0,46,0.366017964072,0.708832335329,0.294161676647,0.40119760479,0.171407185629,0.312874251497,0.537425069231,0.287929051736,高,低,问题词,False,False,,True,0.0409663682778,0.20333848927,False,False,False,0.537425149701,0.294910179641,问题词,问题词,常规CRITIC+一维KMeans
127,2270,63563817,2874903000,26.65,15,13,1.77666666667,0.866666666667,1,0,34,0.705838323353,0.827844311377,0.630988023952,0.260853293413,0.171407185629,0.258982035928,0.766841288727,0.343441813327,高,低,问题词,False,False,,True,0.270382587773,0.147825727679,False,False,False,0.766841317365,0.330557634731,问题词,问题词,常规CRITIC+一维KMeans
128,2275,63563817,2874903000,264.04,180,181,1.46688888889,1.00555555556,0.9463,0.0537,87,0.894461077844,0.721556886228,0.905688622754,0.501497005988,0.360778443114,0.501497005988,0.808009022622,0.580336270725,高,高,重点词,False,False,,True,0.311550321668,0.0890687297183,False,False,False,0.808008982036,0.567365269461,重点词,重点词,常规CRITIC+一维KMeans
129,2499,63563817,2874903000,1.08,1,0,1.08,0,0,1,0,0.110778443114,0.484281437126,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.297529852447,0.297623280957,低,低,潜力词,False,False,,True,0.198928848507,0.193644260049,False,False,False,0.29752994012,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
130,2561,63563817,2874903000,402.98,281,248,1.43409252669,0.88256227758,0.9607,0.0393,79,0.907185628743,0.704341317365,0.920658682635,0.266467065868,0.351796407186,0.465943113772,0.805763520668,0.523261329177,高,高,重点词,False,False,,True,0.309304819714,0.031993788171,False,False,False,0.805763473054,0.501216317365,问题词,重点词,常规CRITIC+一维KMeans
131,2574,63563817,2874903000,4.62,2,1,2.31,0.5,1,0,120,0.378368263473,0.896706586826,0.211826347305,0.109281437126,0.171407185629,0.615643712575,0.63753730348,0.266280832028,高,低,问题词,False,False,,True,0.141078602526,0.224986708979,False,False,False,0.63753742515,0.277039670659,问题词,问题词,常规CRITIC+一维KMeans
132,2596,63563817,2874903000,1.47,1,1,1.47,1,1,0,1,0.160553892216,0.72380239521,0.0815868263473,0.40119760479,0.171407185629,0.0737275449102,0.442178011501,0.174145280648,低,低,潜力词,False,False,,True,0.054280689453,0.317122260358,False,False,False,0.442178143713,0.181979790419,潜力词,潜力词,常规CRITIC+一维KMeans
133,2669,63563817,2874903000,7.34,7,9,1.04857142857,1.28571428571,0.8571,0.1429,23,0.48502994012,0.469311377246,0.47380239521,0.579715568862,0.457709580838,0.215568862275,0.477170662372,0.436280269637,低,低,潜力词,False,False,,True,0.0192880385814,0.0549872713692,False,False,False,0.477170658683,0.431699101796,潜力词,潜力词,常规CRITIC+一维KMeans
134,2733,63563817,2874903000,9.83,7,7,1.40428571429,1,1,0,88,0.531062874251,0.683383233533,0.47380239521,0.40119760479,0.171407185629,0.505239520958,0.607223018138,0.381966797287,高,低,问题词,False,False,,True,0.110764317184,0.10930074372,False,False,False,0.607223053892,0.387911676647,问题词,问题词,常规CRITIC+一维KMeans
135,2774,63563817,2874903000,37.05,27,17,1.37222222222,0.62962962963,1,0,93,0.749251497006,0.666167664671,0.738398203593,0.14745508982,0.171407185629,0.519086826347,0.707709600341,0.406527059851,高,低,问题词,False,False,,True,0.211250899387,0.084740481155,False,False,False,0.707709580838,0.394086826347,问题词,问题词,常规CRITIC+一维KMeans
136,2797,63563817,2874903000,5.41,4,3,1.3525,0.75,1,0,4,0.416167664671,0.654191616766,0.354416167665,0.197604790419,0.171407185629,0.126122754491,0.535179584847,0.220415794629,高,低,问题词,False,False,,True,0.0387208838933,0.270851746377,False,False,False,0.535179640719,0.212387724551,问题词,问题词,常规CRITIC+一维KMeans
137,2803,63563817,2874903000,8.18,7,7,1.16857142857,1,1,0,23,0.50374251497,0.547155688623,0.47380239521,0.40119760479,0.171407185629,0.215568862275,0.525449091606,0.318928844759,高,低,问题词,False,False,,True,0.0289903906524,0.172338696248,False,False,False,0.525449101796,0.315494011976,问题词,问题词,常规CRITIC+一维KMeans
138,2863,63563817,2874903000,27.28,18,12,1.51555555556,0.666666666667,1,0,86,0.708832335329,0.75,0.670658682635,0.161676646707,0.171407185629,0.495883233533,0.729416158001,0.384902643339,高,低,问题词,False,False,,True,0.232957457048,0.106364897667,False,False,False,0.729416167665,0.374906437126,问题词,问题词,常规CRITIC+一维KMeans
139,2938,63563817,2874903000,40.92,30,26,1.364,0.866666666667,0.9091,0.0909,72,0.758233532934,0.662425149701,0.75374251497,0.260853293413,0.398577844311,0.436377245509,0.710329363807,0.479941687561,高,低,问题词,False,False,,True,0.213870662853,0.0113258534454,False,True,True,0.710329341317,0.462387724551,问题词,问题词,常规CRITIC+一维KMeans
140,2959,63563817,2874903000,1.27,2,2,0.635,1,1,0,25,0.133233532934,0.145209580838,0.211826347305,0.40119760479,0.171407185629,0.223053892216,0.139221554075,0.244468705667,低,低,潜力词,False,False,,True,0.357237146879,0.246798835339,False,False,False,0.139221556886,0.251871257485,潜力词,潜力词,常规CRITIC+一维KMeans
141,3163,63563817,2874903000,614.71,402,350,1.52912935323,0.870646766169,0.9824,0.0176,44,0.914670658683,0.752994011976,0.928143712575,0.261976047904,0.344311377246,0.300898203593,0.83383237328,0.486488702246,高,低,问题词,False,False,,True,0.337373672326,0.00477883875997,False,True,True,0.833832335329,0.458832335329,问题词,问题词,常规CRITIC+一维KMeans
142,3422,63563817,2874903000,7.28,6,4,1.21333333333,0.666666666667,1,0,66,0.48128742515,0.56998502994,0.440119760479,0.161676646707,0.171407185629,0.413922155689,0.525636206725,0.300107979895,高,低,问题词,False,False,,True,0.0291775057712,0.191159561112,False,False,False,0.525636227545,0.296781437126,问题词,问题词,常规CRITIC+一维KMeans
143,3465,63563817,2874903000,1.98,2,1,0.99,0.5,1,0,1,0.223053892216,0.421781437126,0.211826347305,0.109281437126,0.171407185629,0.0737275449102,0.322417618023,0.148349365283,低,低,潜力词,False,False,,True,0.174041082931,0.342918175724,False,False,False,0.322417664671,0.141560628743,潜力词,潜力词,常规CRITIC+一维KMeans
144,3540,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
145,3801,63563817,2874903000,12.08,9,7,1.34222222222,0.777777777778,1,0,40,0.568113772455,0.64745508982,0.53255988024,0.213323353293,0.171407185629,0.279191616766,0.607784412514,0.308892941058,高,低,问题词,False,False,,True,0.11132571156,0.182374599949,False,False,False,0.607784431138,0.299120508982,问题词,问题词,常规CRITIC+一维KMeans
146,3863,63563817,2874903000,28.12,18,15,1.56222222222,0.833333333333,1,0,39,0.713323353293,0.76497005988,0.670658682635,0.244386227545,0.171407185629,0.273952095808,0.739146694464,0.354632649752,高,低,问题词,False,False,,True,0.24268799351,0.136634891254,False,False,False,0.739146706587,0.340101047904,问题词,问题词,常规CRITIC+一维KMeans
147,3972,63563817,2874903000,18.12,14,15,1.29428571429,1.07142857143,0.9,0.1,70,0.641092814371,0.620508982036,0.619760479042,0.517215568862,0.41130239521,0.427395209581,0.630800903035,0.498433370182,高,高,重点词,False,False,,True,0.134342202082,0.00716582917525,False,True,True,0.630800898204,0.493918413174,问题词,问题词,常规CRITIC+一维KMeans
148,4023,63563817,2874903000,29.05,12,19,2.42083333333,1.58333333333,0.9375,0.0625,72,0.718188622754,0.903443113772,0.585703592814,0.649326347305,0.369760479042,0.436377245509,0.810815824778,0.507907964884,高,高,重点词,False,False,,True,0.314357123825,0.0166404238778,False,True,True,0.810815868263,0.510291916168,重点词,重点词,常规CRITIC+一维KMeans
149,4166,63563817,2874903000,24.53,20,21,1.2265,1.05,0.9444,0.0556,41,0.695733532934,0.573353293413,0.68375748503,0.512724550898,0.363398203593,0.283682634731,0.6345434419,0.471642187513,高,低,问题词,False,False,,True,0.138084740946,0.0196253534939,False,False,False,0.634543413174,0.460890718563,问题词,问题词,常规CRITIC+一维KMeans
150,4345,63563817,2874903000,0.56,1,0,0.56,0,0,1,0,0.0460329341317,0.108532934132,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.077282919461,0.297623280957,低,低,潜力词,False,False,,True,0.419175781493,0.193644260049,False,False,False,0.0772829341317,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
151,4347,63563817,2874903000,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
152,4363,63563817,2874903000,0.15,1,1,0.15,1,1,0,15,0.00898203592814,0.0108532934132,0.0815868263473,0.40119760479,0.171407185629,0.190868263473,0.00991766423142,0.199637372562,低,低,潜力词,False,False,,True,0.486541036722,0.291630168444,False,False,False,0.00991766467066,0.21126497006,潜力词,潜力词,常规CRITIC+一维KMeans
153,4400,63563817,2874903000,14.68,9,4,1.63111111111,0.444444444444,1,0,4,0.605538922156,0.792664670659,0.53255988024,0.0901946107784,0.171407185629,0.126122754491,0.699101752483,0.248746319941,高,低,问题词,False,False,,True,0.202643051529,0.242521221065,False,False,False,0.699101796407,0.230071107784,问题词,问题词,常规CRITIC+一维KMeans
154,4458,63563817,2874903000,14.62,7,5,2.08857142857,0.714285714286,1,0,237,0.604416167665,0.881736526946,0.47380239521,0.180763473054,0.171407185629,0.814371257485,0.74307628221,0.401196312138,高,低,问题词,False,False,,True,0.246617581256,0.0900712288687,False,False,False,0.743076347305,0.410086077844,问题词,问题词,常规CRITIC+一维KMeans
155,4527,63563817,2874903000,103.53,68,96,1.5225,1.41176470588,0.9153,0.0847,293,0.828592814371,0.752245508982,0.848053892216,0.607035928144,0.391841317365,0.864895209581,0.790419179598,0.67419221653,高,高,重点词,False,False,,True,0.293960478644,0.182924675523,False,False,False,0.790419161677,0.677956586826,重点词,重点词,常规CRITIC+一维KMeans
156,4667,63563817,2874903000,8.06,19,37,0.424210526316,1.94736842105,0.7059,0.2941,196,0.500374251497,0.064371257485,0.678892215569,0.72380239521,0.646706586826,0.767215568862,0.282372856835,0.699082764379,低,高,黄金词,False,False,,True,0.214085844119,0.207815223373,False,False,False,0.282372754491,0.704154191617,黄金词,黄金词,常规CRITIC+一维KMeans
157,4700,63563817,2874903000,59.83,35,44,1.70942857143,1.25714285714,0.9231,0.0769,83,0.795658682635,0.813622754491,0.769461077844,0.568862275449,0.381362275449,0.482035928144,0.804640714346,0.556856835266,高,高,重点词,False,False,,True,0.308182013393,0.0655892942597,False,False,False,0.804640718563,0.550430389222,重点词,重点词,常规CRITIC+一维KMeans
158,4738,63563817,2874903000,3.78,3,3,1.26,1,1,0,2,0.335329341317,0.592065868263,0.294161676647,0.40119760479,0.171407185629,0.0943113772455,0.463697544526,0.240365531999,低,低,潜力词,False,False,,True,0.0327611564273,0.250902009007,False,False,False,0.46369760479,0.240269461078,潜力词,潜力词,常规CRITIC+一维KMeans
159,4798,63563817,2874903000,105.25,107,116,0.983644859813,1.08411214953,0.973,0.027,83,0.829341317365,0.413922155689,0.876497005988,0.521706586826,0.346556886228,0.482035928144,0.621631834039,0.568130803089,高,高,重点词,False,False,,True,0.125173133085,0.0768632620828,False,False,False,0.621631736527,0.556699101796,重点词,重点词,常规CRITIC+一维KMeans
160,4805,63563817,2874903000,39.87,31,24,1.28612903226,0.774193548387,1,0,36,0.755988023952,0.615269461078,0.75748502994,0.211077844311,0.171407185629,0.263473053892,0.685628775546,0.370310733431,高,低,问题词,False,False,,True,0.189170074592,0.120956807576,False,False,False,0.685628742515,0.350860778443,问题词,问题词,常规CRITIC+一维KMeans
